status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
discarded,Automated test generation for Scratch programs,Adina Deiner; Patric Feldmeier; Gordon Fraser; Sebastian Schweikl; Wengran Wang,2023,Empirical Software Engineering,10.1007/s10664-022-10255-x,https://openalex.org/W4382500899,programming-education; automated-assessment; scratch; computing-education-or-software-engineering-not-version-control,"Abstract The importance of programming education has led to dedicated educational programming environments, where users visually arrange block-based programming constructs that typically control graphical, interactive game-like programs. TheScratchprogramming environment is particularly popular, with more than 90 million registered users at the time of this writing. While the block-based nature ofScratchhelps learners by preventing syntactical mistakes, there nevertheless remains a need to provide feedback and support in order to implement desired functionality. To support individual learning and classroom settings, this feedback and support should ideally be provided in an automated fashion, which requires tests to enable dynamic program analysis. In prior work we introducedWhisker, a framework that enables automated testing ofScratchprograms. However, creating these automated tests forScratchprograms is challenging. In this paper, we therefore investigate how to automatically generateWhiskertests. Generating tests forScratchraises important challenges: First, game-like programs are typically randomised, leading to flaky tests. Second,Scratchprograms usually consist of animations and interactions with long delays, inhibiting the application of classical test generation approaches. Thus, the new application domain raises the question of which test generation technique is best suited to produce high coverage tests capable of detecting faulty behaviour. We investigate these questions using an extension of theWhiskertest framework for automated test generation. Evaluation on common programming exercises, a random sample of 1000Scratchuser programs, and the 1000 most popularScratchprograms demonstrates that our approach enablesWhiskerto reliably accelerate test executions, and even though manyScratchprograms are small and easy to cover, there are many unique challenges for which advanced search-based test generation using many-objective algorithms is needed in order to achieve high coverage.","openalex, scopus, wos, ieee",human,0.950,human,
discarded,"Error-Discovery Learning Boosts Student Engagement and Performance, while Reducing Student Attrition in a Bioinformatics Course",Chris Lee; Brit Toven‐Lindsey; Casey Shapiro; Michael Soh; Sepideh Mazrouee; Marc Levis‐Fitzgerald; Erin R. Sanders,2018,CBE—Life Sciences Education,10.1187/cbe.17-04-0061,https://openalex.org/W2883430638,non-computing-education; bioinformatics-course; unrelated-term-match-other-field,"We sought to test a hypothesis that systemic blind spots in active learning are a barrier both for instructors-who cannot see what every student is actually thinking on each concept in each class-and for students-who often cannot tell precisely whether their thinking is right or wrong, let alone exactly how to fix it. We tested a strategy for eliminating these blind spots by having students answer open-ended, conceptual problems using a Web-based platform, and measured the effects on student attrition, engagement, and performance. In 4 years of testing both in class and using an online platform, this approach revealed (and provided specific resolution lessons for) more than 200 distinct conceptual errors, dramatically increased average student engagement, and reduced student attrition by approximately fourfold compared with the original lecture course format (down from 48.3% to 11.4%), especially for women undergraduates (down from 73.1% to 7.4%). Median exam scores increased from 53% to 72-80%, and the bottom half of students boosted their scores to the range in which the top half had scored before the pedagogical switch. By contrast, in our control year with the same active-learning content (but without this ""zero blind spots"" approach), these gains were not observed.","openalex, scopus, wos, ieee",human,0.870,human,
discarded,"Understanding how Victoria, Australia gained control of its second COVID-19 wave",James M. Trauer; Michael Lydeamore; Gregory W. Dalton; David Pilcher; Michael T. Meehan; Emma S. McBryde; Allen Cheng; Brett Sutton; Romain Ragonnet,2021,Nature Communications,10.1038/s41467-021-26558-4,https://openalex.org/W3209740451,non-education; covid-modeling; unrelated-term-match-other-field,"During 2020, Victoria was the Australian state hardest hit by COVID-19, but was successful in controlling its second wave through aggressive policy interventions. We calibrated a detailed compartmental model of Victoria's second wave to multiple geographically-structured epidemic time-series indicators. We achieved a good fit overall and for individual health services through a combination of time-varying processes, including case detection, population mobility, school closures, physical distancing and face covering usage. Estimates of the risk of death in those aged ≥75 and of hospitalisation were higher than international estimates, reflecting concentration of cases in high-risk settings. We estimated significant effects for each of the calibrated time-varying processes, with estimates for the individual-level effect of physical distancing of 37.4% (95%CrI 7.2-56.4%) and of face coverings of 45.9% (95%CrI 32.9-55.6%). That the multi-faceted interventions led to the dramatic reversal in the epidemic trajectory is supported by our results, with face coverings likely particularly important.","openalex, scopus, wos, ieee",human,0.990,human,
discarded,A multi-disciplinary perspective on emergent and future innovations in peer review,Jonathan Tennant; Jonathan M. Dugan; Daniel Graziotin; Damien Jacques; François Waldner; Daniel Mietchen; Yehia Elkhatib; Lauren Collister; Christina K. Pikas; Tom Crick; Paola Masuzzo; Anthony Caravaggi; Devin R. Berg; Kyle E. Niemeyer; Tony Ross‐Hellauer; Sara Mannheimer; Lillian Rigling; Daniel S. Katz; Bastian Greshake Tzovaras; Josmel Pacheco‐Mendoza; Nazeefa Fatima; Marta Poblet; Marios Isaakidis; Dasapta Erwin Irawan; Sébastien Renaut; Christopher R. Madan; Lisa Matthias; Jesper Kjær; Daniel Paul O’Donnell; Cameron Neylon; Sarah Kearns; Manojkumar Selvaraju; Julien Colomb,2017,F1000Research,10.12688/f1000research.12037.3,https://openalex.org/W2737988770,peer-review; non-education; git-or-software-tooling-without-learner-understanding-findings,"Peer review of research articles is a core part of our scholarly communication system. In spite of its importance, the status and purpose of peer review is often contested. What is its role in our modern digital research and communications infrastructure? Does it perform to the high standards with which it is generally regarded? Studies of peer review have shown that it is prone to bias and abuse in numerous dimensions, frequently unreliable, and can fail to detect even fraudulent research. With the advent of web technologies, we are now witnessing a phase of innovation and experimentation in our approaches to peer review. These developments prompted us to examine emerging models of peer review from a range of disciplines and venues, and to ask how they might address some of the issues with our current systems of peer review. We examine the functionality of a range of social Web platforms, and compare these with the traits underlying a viable peer review system: quality control, quantified performance metrics as engagement incentives, and certification and reputation. Ideally, any new systems will demonstrate that they out-perform and reduce the biases of existing models as much as possible. We conclude that there is considerable scope for new peer review initiatives to be developed, each with their own potential issues and advantages. We also propose a novel hybrid platform model that could, at least partially, resolve many of the socio-technical issues associated with peer review, and potentially disrupt the entire scholarly communication system. Success for any such development relies on reaching a critical threshold of research community engagement with both the process and the platform, and therefore cannot be achieved without a significant change of incentives in research environments.","openalex, scopus, wos, ieee",human,0.980,human,
discarded,The impact of Geospatial Inquiry lessons on student interest in science and technology careers,L. Rubino-Hare; Brooke A. Whitworth; Francis D. Boateng; Nena Bloom,2023,Journal of Research in Science Teaching,10.1002/tea.21904,https://openalex.org/W4386981071,geospatial-education; non-programming; unrelated-term-match-other-field,"Abstract Advances in online geospatial technologies (GST) have expanded access to K‐12 classrooms which has implications for the support teachers require to effectively integrate GSTs to promote learning. Previous studies have shown the impact of GST‐integrated lessons on student engagement, spatial thinking skills, and/or content knowledge; however, most of these studies have been small in scope and scale and frequently focus on the affordances of the technology, without addressing the context of the implementation and student characteristics for whom GST is most impactful. We attempt to address some of these gaps. Our program scaled an effective GST‐focused professional learning and development program to a national audience through a facilitator development model. This paper explores the student characteristics and lesson factors that resulted in student interest in science and technology and careers in those fields. After teaching a Geospatial Inquiry lesson created during a teacher workshop, teachers (n = 82) submitted the lessons and surveys on the implementation of Geospatial Inquiry lessons. The implementation surveys and lessons were scored for alignment to the principles of high‐quality Geospatial Inquiry. Students (n = 1924) completed a post‐lesson retrospective survey and indicated the extent to which their perceptions and attitudes toward science and technology changed because of the lesson. Results indicate that teacher GST performance is associated with increases in student outcomes. Students with previous exposure to science activities were more likely to have increased interest and excitement in science and careers in science but decreased interest in technology careers. Students who had previous exposure to technology activities had increased interest and excitement in technology and careers in technology but decreased interest in science careers. Geospatial Inquiry lessons also had a significant impact on students who are traditionally underrepresented in STEM fields. After participating in the lessons, students who identify as female reported higher engagement and interest in science and higher interest in science careers. Students who identified as Black or Hispanic also reported higher interest and excitement in science and technology, and students who identified as Black reported marginally higher interest in science careers.","openalex, scopus, wos, ieee",human,0.820,human,
discarded,WebGIS Implementation and Effectiveness in Secondary Education Using the Digital Atlas for Schools,Rafael de Miguel González; María Luisa de Lázaro y Torres,2020,Journal of Geography,10.1080/00221341.2020.1726991,https://openalex.org/W3006806910,geospatial-education; non-programming; unrelated-term-match-other-field,"The Digital Atlas for Schools is an innovative WebGIS development contributing to the use of geospatial information in schools. Based on a story map tool, it creates a geography curriculum constructed on ArcGIS Online. This article discusses the implications of implementing geospatial technologies so that learners can acquire spatial thinking and geographical knowledge, but also develop responsible and active spatial citizenship. Based on the learning progression approach, it presents results showing the effectiveness of this instructional resource, both for secondary school students and for geography teachers in training. The article concludes with a discussion on how results confirm the need for geospatial technologies to be better incorporated into the geography curriculum at secondary schools.","openalex, scopus, wos, ieee",human,0.830,human,
discarded,Supporting conceptual modelling of dynamic systems: A knowledge engineering perspective on qualitative reasoning,J. Liem,2013,UvA-DARE (University of Amsterdam),,https://openalex.org/W2158364993,conceptual-modelling; non-programming-education; unrelated-term-match-other-field,"Research has shown that even students educated in science at prestigious universities have misconceptions about the systems underlying climate change, sustainability and government spending. Interactive conceptual modelling and simulation tools, which are based on Artificial Intelligence techniques, offer a potential solution to this problem. Such tools have proven to be useful means for scientists to develop their knowledge about systems such as those mentioned before. However, they have also turned out to be difficult to use. In this thesis, instruments and methods are proposed that simplify learning by modelling, to turn this approach into a valuable asset for students from secondary school onwards.","openalex, scopus, wos, ieee",human,0.740,human,
discarded,I just don’t get it: Common Security Misconceptions,Maz Jindeel,2019,University of Minnesota Digital Conservancy (University of Minnesota),,https://openalex.org/W2969805065,security-misconceptions; thesis; unclear-education-focus; computing-education-or-software-engineering-not-version-control,University of Minnesota M.S. thesis. 2019. Major: Computer Science. Advisor: Peter peterson. 1 computer file (PDF); 59 pages.,"openalex, scopus, wos, ieee",human,0.710,human,
discarded,Good scientific practice in EEG and MEG research: Progress and perspectives,Guiomar Niso; Laurens R. Krol; Etienne Combrisson; Anne‐Sophie Dubarry; Madison Elliott; François Clément; Yseult Héjja‐Brichard; Sophie K. Herbst; Karim Jerbi; Vanja Ković; Katia Lehongre; Steven J. Luck; Manuel Mercier; John C. Mosher; Yuri G. Pavlov; Aina Puce; Antonio Schettino; Daniele Schön; Walter Sinnott‐Armstrong; Bertille Somon; Аnđela Šoškić; Suzy J Styles; Roni Tibon; Martina G. Vilas; Marijn van Vliet; Maximilien Chaumon,2022,NeuroImage,10.1016/j.neuroimage.2022.119056,https://openalex.org/W4220935930,research-practice; non-education; unrelated-term-match-other-field,"Good scientific practice (GSP) refers to both explicit and implicit rules, recommendations, and guidelines that help scientists to produce work that is of the highest quality at any given time, and to efficiently share that work with the community for further scrutiny or utilization. For experimental research using magneto- and electroencephalography (MEEG), GSP includes specific standards and guidelines for technical competence, which are periodically updated and adapted to new findings. However, GSP also needs to be regularly revisited in a broader light. At the LiveMEEG 2020 conference, a reflection on GSP was fostered that included explicitly documented guidelines and technical advances, but also emphasized intangible GSP: a general awareness of personal, organizational, and societal realities and how they can influence MEEG research. This article provides an extensive report on most of the LiveMEEG contributions and new literature, with the additional aim to synthesize ongoing cultural changes in GSP. It first covers GSP with respect to cognitive biases and logical fallacies, pre-registration as a tool to avoid those and other early pitfalls, and a number of resources to enable collaborative and reproducible research as a general approach to minimize misconceptions. Second, it covers GSP with respect to data acquisition, analysis, reporting, and sharing, including new tools and frameworks to support collaborative work. Finally, GSP is considered in light of ethical implications of MEEG research and the resulting responsibility that scientists have to engage with societal challenges. Considering among other things the benefits of peer review and open access at all stages, the need to coordinate larger international projects, the complexity of MEEG subject matter, and today's prioritization of fairness, privacy, and the environment, we find that current GSP tends to favor collective and cooperative work, for both scientific and for societal reasons.","openalex, scopus, wos, ieee",human,0.960,human,
discarded,A multi-disciplinary perspective on emergent and future innovations in peer review,Jonathan Tennant; Jonathan M. Dugan; Daniel Graziotin; Damien Jacques; François Waldner; Daniel Mietchen; Yehia Elkhatib; Lauren Collister; Christina K. Pikas; Tom Crick; Paola Masuzzo; Anthony Caravaggi; Devin R. Berg; Kyle E. Niemeyer; Tony Ross‐Hellauer; Sara Mannheimer; Lillian Rigling; Daniel S. Katz; Bastian Greshake Tzovaras; Josmel Pacheco‐Mendoza; Nazeefa Fatima; Marta Poblet; Marios Isaakidis; Dasapta Erwin Irawan; Sébastien Renaut; Christopher R. Madan; Lisa Matthias; Jesper Kjær; Daniel Paul O’Donnell; Cameron Neylon; Sarah Kearns; Manojkumar Selvaraju; Julien Colomb,2017,F1000Research,10.12688/f1000research.12037.1,https://openalex.org/W4245802241,peer-review; duplicate; non-education; git-or-software-tooling-without-learner-understanding-findings,"Peer review of research articles is a core part of our scholarly communication system. In spite of its importance, the status and purpose of peer review is often contested. What is its role in our modern digital research and communications infrastructure? Does it perform to the high standards with which it is generally regarded? Studies of peer review have shown that it is prone to bias and abuse in numerous dimensions, frequently unreliable, and can fail to detect even fraudulent research. With the advent of Web technologies, we are now witnessing a phase of innovation and experimentation in our approaches to peer review. These developments prompted us to examine emerging models of peer review from a range of disciplines and venues, and to ask how they might address some of the issues with our current systems of peer review. We examine the functionality of a range of social Web platforms, and compare these with the traits underlying a viable peer review system: quality control, quantified performance metrics as engagement incentives, and certification and reputation. Ideally, any new systems will demonstrate that they out-perform current models while avoiding as many of the biases of existing systems as possible. We conclude that there is considerable scope for new peer review initiatives to be developed, each with their own potential issues and advantages. We also propose a novel hybrid platform model that, at least partially, resolves many of the technical and social issues associated with peer review, and can potentially disrupt the entire scholarly communication system. Success for any such development relies on reaching a critical threshold of research community engagement with both the process and the platform, and therefore cannot be achieved without a significant change of incentives in research environments.","openalex, scopus, wos, ieee",human,0.990,human,
